id,title,subtitle,authors,publisher,publishedDate,description,pageCount,categories,averageRating,ratingsCount,language,isbn10,isbn13,thumbnail,previewLink,infoLink
uW8nAgAAQBAJ,Strauss and Mayer’s Emergency Department Management,,"Robert W. Strauss, Thom A. Mayer",McGraw Hill Professional,2013-12-11,"Offers a real-world, pragmatic guide designed to help emergency department managers efficiently which handle the many complex issues that arise in this challenging clinical environment. This title delivers practical solutions to virtually any problem that may arise in running an emergency department or acute care center.",786.0,Medical,,,en,0071762396,9780071762397,http://books.google.com/books/content?id=uW8nAgAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=uW8nAgAAQBAJ&q=medicine&dq=medicine&hl=&cd=46&source=gbs_api,http://books.google.co.in/books?id=uW8nAgAAQBAJ&dq=medicine&hl=&source=gbs_api
luYK57u-3QcC,Medicine and Medical Policies in India,Social and Historical Perspectives,Poonam Bala,Lexington Books,2007-01-01,"A medical sociologist with a historian's obsession with detail and documentation, Poonam Bala tenaciously follows the developmental trajectory of medical pluralism in India with a keen eye to the dynamic social production of health and healing systems as social systems, practices, and technologies of power. Covering a broad swathe of history, this book explores how a turbulently emerging Indian State with shifting alliances and evolving rules ideologies (with the accompanying emergence of class and caste identities and opportunities) gave rise to a particular growth of scientific and, specifically, medical traditions in India. As a set of healing practices, a literary art, and a cultural knowledge base, India's medical traditions represent 'an acculturated product' of competing ideologies and the expression of contested State, and social and religious policies over time. Bala focuses on the power of State intervention and multiple levels of patronage to shape medical practice and theory, and in turn, India's very history.",158.0,Medical,,,en,0739113224,9780739113226,http://books.google.com/books/content?id=luYK57u-3QcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=luYK57u-3QcC&printsec=frontcover&dq=medicine&hl=&cd=93&source=gbs_api,http://books.google.co.in/books?id=luYK57u-3QcC&dq=medicine&hl=&source=gbs_api
AGYqBAAAQBAJ,Technen: Elements of Recent History of Information Technologies with Epistemological Conclusions,,Andrzej Piotr Wierzbicki,Springer,2014-07-25,"The book expresses the conviction that the art of creating tools – Greek techne – changes its character together with the change of civilization epochs and co-determines such changes. This does not mean that tools typical for a civilization epoch determine it completely, but they change our way of perceiving and interpreting the world. There might have been many such epochs in the history of human civilization (much more than the three waves of agricultural, industrial and information civilization). This is expressed by the title Technen of the book, where n denotes a subsequent civilization epoch. During last fifty years we observed a decomposition of the old episteme (understood as a way of creating and interpreting knowledge characteristic for a given civilization epoch) of modernism, which was an episteme typical for industrial civilization. Today, the world is differently understood by the representativesof three different cultural spheres: of strict and natural sciences; of human and social sciences (especially by their part inclined towards postmodernism) and technical sciences that have a different episteme than even that of strict and natural sciences. Thus, we observe today not two cultures, but three different episteme. The book consists of four parts. First contains basic epistemological observations, second is devoted to selected elements of recent history of information technologies, third contains more detailed epistemological and general discussions, fourth specifies conclusions. The book is written from the cognitive perspective of technical sciences, with a full awareness – and discussion – of its differences from the cognitive perspective of strict sciences or human and social sciences. The main thesis of the book is that informational revolution will probably lead to a formation of a new episteme. The book includes discussions of many issues related to such general perspective, such as what is technology proper; what is intuition from a perspective of technology and of evolutionary naturalism; what are the reasons for and how large are the delays between a fundamental invention and its broad social utilization; what is the fundamental logical error (using paradoxes that are not real, only apparent) of the tradition of sceptical philosophy; what are rational foundations and examples of emergence of order out of chaos; whether civilization development based on two positive feedbacks between science, technology and the market might lead inevitably to a self-destruction of human civilization; etc.",317.0,Computers,,,en,331909033X,9783319090337,http://books.google.com/books/content?id=AGYqBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=AGYqBAAAQBAJ&pg=PA9&dq=technology&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=AGYqBAAAQBAJ&source=gbs_api
U-SQDAAAQBAJ,Emerging Technologies in Business. Thin Client Technology,Advantages & Pitfalls,Tina Mußtopf,GRIN Verlag,2014-02-10,"Essay from the year 2009 in the subject Business economics - Miscellaneous, grade: 1,3, , language: English, abstract: Tradeoffs are inevitably entailed when effectively managing information technology within an enterprise. Over many years, thick client PC’s were the first choice in order to deploy a wide range of services and applications. So-called thick client (also known as “fat” client) devices are computationally capable and flexible. However, those thick clients became a target point of innumerable worms, viruses, and other malware attacks which results in information leaks and organizational discipline as well as considerable effort to maintain and centrally control. Therefore, many companies take the advantages of the thin client technology into consideration in order to address the challenges organizations face with thick clients.",12.0,Business & Economics,,,en,3656591873,9783656591870,http://books.google.com/books/content?id=U-SQDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=U-SQDAAAQBAJ&pg=PA3&dq=technology&hl=&cd=2&source=gbs_api,https://play.google.com/store/books/details?id=U-SQDAAAQBAJ&source=gbs_api
1mmQDwAAQBAJ,Cutting Edge Research in Technologies,,Constantin Volosencu,BoD – Books on Demand,2015-10-21,"The book Cutting Edge Research in Technologies responds to the great interest for innovation in the large domain of technologies. It presents contributions by researchers with high expertise in the field, serving as a valuable reference for scientists, researchers, graduate students, and professionals. The book has five chapters covering the following subjects: information and communication technologies and services with the aim of improving the quality of life and the mobility of users, localisation technologies for deployment of mobile robots in dynamic environments, embedded video processing circuit design flow in the Python language, data communications and networking, and textile weaving.",124.0,Technology & Engineering,,,en,9535121863,9789535121862,http://books.google.com/books/content?id=1mmQDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=1mmQDwAAQBAJ&pg=PA5&dq=technology&hl=&cd=3&source=gbs_api,http://books.google.co.in/books?id=1mmQDwAAQBAJ&dq=technology&hl=&source=gbs_api
3okvCgAAQBAJ,Technological Innovation in Legacy Sectors,,"William B. Bonvillian, Charles Weiss",Oxford University Press,2015-08-18,"The American economy misses opportunities for innovation, growth and job creation because of a neglected problem: the resistance to innovation from ""Legacy sectors"" like energy, manufacturing and health care, which constitute most of our economy. The book offers systematic strategies to overcome the structural obstacles to innovation in critically important Legacy sectors.",381.0,Business & Economics,,,en,0199374538,9780199374533,http://books.google.com/books/content?id=3okvCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=3okvCgAAQBAJ&pg=PT448&dq=technology&hl=&cd=4&source=gbs_api,https://play.google.com/store/books/details?id=3okvCgAAQBAJ&source=gbs_api
ib2MI6_B9qYC,Introduction to Information Technology,,"I. T. L. Education Solutions Limited, Itl",Pearson Education India,2005-09,,672.0,Business & Economics,4.5,10.0,en,817758118X,9788177581188,http://books.google.com/books/content?id=ib2MI6_B9qYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=ib2MI6_B9qYC&printsec=frontcover&dq=technology&hl=&cd=8&source=gbs_api,http://books.google.co.in/books?id=ib2MI6_B9qYC&dq=technology&hl=&source=gbs_api
llUMEAAAQBAJ,Information Communication Technologies and Globalization of Retailing Applications,,Rajagopal,IGI Global,2009-01-01,"""This book critically examines the synergy of technology use and conventional wisdom in retailing and explores contemporary changes determining higher customer value,""--Provided by publisher.",371.0,Business & Economics,,,en,1605662488,9781605662480,http://books.google.com/books/content?id=llUMEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=llUMEAAAQBAJ&q=technology&dq=technology&hl=&cd=14&source=gbs_api,http://books.google.co.in/books?id=llUMEAAAQBAJ&dq=technology&hl=&source=gbs_api
jpWwDwAAQBAJ,"Pharmacy Management: Essentials for All Practice Settings, Fifth Edition",,"David P. Zgarrick, Shane P. Desselle, Greg Alston, Leticia R. Moczygemba",McGraw Hill Professional,2019-11-29,"The leading text on pharmacy management – updated to reflect the latest trends and topics Pharmacy Management is a comprehensive textbook that combines evidence-based management theories with practical solutions for the issues pharmacists face every day. Enhanced by input from educators, researchers, students and practicing pharmacists, the Fifth Edition addresses the evolving role of pharmacists in today’s every-changing environment. Covering the gamut of activities performed by pharmacists, from managing money to managing personal stress, this complete guide explains vital pharmacy management topics across all practice settings. Featuring material derived from the best and most contemporary primary literature, Pharmacy Management focuses on learning the skills essential to the everyday practice of pharmacy. Long after readers have completed pharmacy school, they will turn to Pharmacy Management for answers to make their practice more professionally rewarding and personally enriching. •Market: Physical Therapy students (30,000/USA) •New Chapters: Ethical Decision Making and Problem Solving, Negotiating, and Pharmacy Technicians •Covers all aspects of pharmacy management, from managing money and people to personal stress",737.0,Medical,,,en,1260456390,9781260456394,http://books.google.com/books/content?id=jpWwDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=jpWwDwAAQBAJ&pg=PA142&dq=technology&hl=&cd=53&source=gbs_api,https://play.google.com/store/books/details?id=jpWwDwAAQBAJ&source=gbs_api
zLOE2i1O8IMC,The Formula for Successful Marketing,Complete Guide for Marketing Professionals,Ralph Mroz,,1990,,114.0,Business & Economics,,,en,0932238513,9780932238511,http://books.google.com/books/content?id=zLOE2i1O8IMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=zLOE2i1O8IMC&q=technology&dq=technology&hl=&cd=124&source=gbs_api,http://books.google.co.in/books?id=zLOE2i1O8IMC&dq=technology&hl=&source=gbs_api
4o4qEAAAQBAJ,The Magic of Computer Science,,Donald Kossmann,vdf Hochschulverlag AG,2021-05-10,"We are living in the era of digital transformation. Computers are rapidly becoming the most important tool for companies, science, society, and indeed our everyday life. We all need a basic understanding of Computer Science to make sense of the world, to make decisions, and to improve our lives. Yet there are many misunderstandings about Computer Science. The reason is that it is a nascent discipline that has evolved rapidly and had to reinvent itself several times over the last 100 years – from the beginnings of scientific computing to the modern era of smartphones and the cloud. This book gives an intuitive introduction to the foundations and main concepts of Computer Science. It describes the basic ideas of solving problems with algorithms, modern data-driven approaches, and artificial intelligence (AI). It also provides many examples that require no background in technology. This book is directed toward teenagers who may wonder whether they should major in Computer Science, though it will also appeal to anyone who wants to immerse themselves in the art of Computer Science and modern information technology. Of course, not everyone must become a computer expert, but everyone should take advantage of and understand the innovations and advances of modern technology.",128.0,Computers,,,en,3728140562,9783728140562,http://books.google.com/books/content?id=4o4qEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=4o4qEAAAQBAJ&pg=PA18&dq=computer+science&hl=&cd=2&source=gbs_api,https://play.google.com/store/books/details?id=4o4qEAAAQBAJ&source=gbs_api
GY5iEQAAQBAJ,Computer Science Principles,The Foundational Concepts of Computer Science (4th ed.),Kevin Hare,Yellow Dart Publishing,2022-03-18,"As a new field, computer science can seem intimidating, but it should not be scary to learn or difficult to understand. If you have ever turned on a phone or surfed the Internet then you have used a computer and should have a basic understanding of what happens when you click the mouse or touch the screen—and how fast it happens! Computer Science Principles introduces the creative side of computing. Once you've made your way through this book, you'll be editing photos, designing websites, coding JavaScript, and getting organized with spreadsheets—and along the way you'll learn the foundational concepts of computer science. How do computers convert information into ones and zeros and send it thousands of miles in a blink of the eye? What is an IP address? What do TCP/IP, DNS, HTML, and CSS stand for? How can a hard drive store large movies and thousands of songs? How can secrets be sent in plain sight? These questions—and more—are answered in Computer Science Principles.",276.0,Computers,,,en,1734554932,9781734554939,http://books.google.com/books/content?id=GY5iEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=GY5iEQAAQBAJ&printsec=frontcover&dq=computer+science&hl=&cd=3&source=gbs_api,http://books.google.co.in/books?id=GY5iEQAAQBAJ&dq=computer+science&hl=&source=gbs_api
GudpDQAAQBAJ,Fundamental Concepts in Computer Science,,"Erol Gelenbe, Jean-Pierre Kahane",World Scientific,2009,"This book presents fundamental contributions to computer science as written and recounted by those who made the contributions themselves. As such, it is a highly original approach to a ?living history? of the field of computer science. The scope of the book is broad in that it covers all aspects of computer science, going from the theory of computation, the theory of programming, and the theory of computer system performance, all the way to computer hardware and to major numerical applications of computers.",172.0,Computers,,,en,1848162901,9781848162907,http://books.google.com/books/content?id=GudpDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=GudpDQAAQBAJ&printsec=frontcover&dq=computer+science&hl=&cd=4&source=gbs_api,http://books.google.co.in/books?id=GudpDQAAQBAJ&dq=computer+science&hl=&source=gbs_api
dyglbwrZcgkC,"Great Ideas in Computer Science, second edition",A Gentle Introduction,Alan W. Biermann,MIT Press,1997-03-06,"In Great Ideas in Computer Science: A Gentle Introduction, Alan Biermann presents the ""great ideas"" of computer science that together comprise the heart of the field. He condenses a great deal of complex material into a manageable, accessible form. His treatment of programming, for example, presents only a few features of Pascal and restricts all programs to those constructions. Yet most of the important lessons in programming can be taught within these limitations. The student's knowledge of programming then provides the basis for understanding ideas in compilation, operating systems, complexity theory, noncomputability, and other topics. Whenever possible, the author uses common words instead of the specialized vocabulary that might confuse readers. Readers of the book will learn to write a variety of programs in Pascal, design switching circuits, study a variety of Von Neumann and parallel architectures, hand simulate a computer, examine the mechanisms of an operating system, classify various computations as tractable or intractable, learn about noncomputability, and explore many of the important issues in artificial intelligence. This second edition has new chapters on simulation, operating systems, and networks. In addition, the author has upgraded many of the original chapters based on student and instructor comments, with a view toward greater simplicity and readability.",576.0,Computers,4.0,1.0,en,0262522233,9780262522236,http://books.google.com/books/content?id=dyglbwrZcgkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=dyglbwrZcgkC&printsec=frontcover&dq=computer+science&hl=&cd=5&source=gbs_api,http://books.google.co.in/books?id=dyglbwrZcgkC&dq=computer+science&hl=&source=gbs_api
_KujEAAAQBAJ,Philosophy of Computer Science,An Introduction to the Issues and the Literature,William J. Rapaport,John Wiley & Sons,2023-02-01,"A unique resource exploring the nature of computers and computing, and their relationships to the world. Philosophy of Computer Science is a university-level textbook designed to guide readers through an array of topics at the intersection of philosophy and computer science. Accessible to students from either discipline, or complete beginners to both, the text brings readers up to speed on a conversation about these issues, so that they can read the literature for themselves, form their own reasoned opinions, and become part of the conversation by contributing their own views. Written by a highly qualified author in the field, the book looks at some of the central questions in the philosophy of computer science, including: What is philosophy? (for readers who might be unfamiliar with it) What is computer science and its relationship to science and to engineering? What are computers, computing, algorithms, and programs?(Includes a line-by-line reading of portions of Turing’s classic 1936 paper that introduced Turing Machines, as well as discussion of the Church-Turing Computability Thesis and hypercomputation challenges to it) How do computers and computation relate to the physical world? What is artificial intelligence, and should we build AIs? Should we trust decisions made by computers? A companion website contains annotated suggestions for further reading and an instructor’s manual. Philosophy of Computer Science is a must-have for philosophy students, computer scientists, and general readers who want to think philosophically about computer science.",534.0,Philosophy,,,en,1119891906,9781119891901,http://books.google.com/books/content?id=_KujEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=_KujEAAAQBAJ&pg=PA49&dq=computer+science&hl=&cd=6&source=gbs_api,http://books.google.co.in/books?id=_KujEAAAQBAJ&dq=computer+science&hl=&source=gbs_api
du6YEQAAQBAJ,Principles of Computer Science,"An Invigorating, Hands-on Approach",Joshua Crotts,J. Ross Publishing,2023-10-10,"Principles of Computer Science is an invigorating and rapid adventure that covers core introductory theoretical computer science topics, including discrete mathematics, logic, programming languages, and programming language pragmatics. Readers dive deep into the syntax and semantics of constructing a small yet usable programming language (interpreter) containing paradigms from functional and non-functional programming. Additionally, users will gain an understanding of compilation by writing functions that translate code written in their high-level language down to low-level machine language. Moreover, Crotts provides a perspective on event-driven programming, memory management via garbage collection, and much more. Principles of Computer Science assumes no prior programming experience— all topics are taught from scratch, making this a highly approachable and inclusive textbook.",759.0,Computers,,,en,1604278528,9781604278521,http://books.google.com/books/content?id=du6YEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=du6YEQAAQBAJ&printsec=frontcover&dq=computer+science&hl=&cd=7&source=gbs_api,https://play.google.com/store/books/details?id=du6YEQAAQBAJ&source=gbs_api
fTGSv1QeiYIC,Improving Computer Science Education,,"Djordje M. Kadijevich, Charoula Angeli, Carsten Schulte",Routledge,2013,"This title examines suitable theoretical frameworks for conceptualizing teaching and learning computer science. The book provides numerous examples of practical, 'real world' applications of major computer science information topics, such as spreadsheets, databases, and programming.",161.0,Computers,,,en,0415645379,9780415645379,http://books.google.com/books/content?id=fTGSv1QeiYIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=fTGSv1QeiYIC&pg=PA81&dq=computer+science&hl=&cd=9&source=gbs_api,http://books.google.co.in/books?id=fTGSv1QeiYIC&dq=computer+science&hl=&source=gbs_api
bnhUDwAAQBAJ,The Second Age of Computer Science,From ALGOL Genes to Neural Nets,Subrata Dasgupta,Oxford University Press,2018,"Between the genesis of computer science in the 1960s and the advent of the World Wide Web around 1990, computer science evolved in significant ways. The author has termed this period the ""second age of computer science."" This book describes its evolution in the form of several interconnected parallel histories.",361.0,Computers,,,en,0190843861,9780190843861,http://books.google.com/books/content?id=bnhUDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=bnhUDwAAQBAJ&printsec=frontcover&dq=computer+science&hl=&cd=10&source=gbs_api,http://books.google.co.in/books?id=bnhUDwAAQBAJ&dq=computer+science&hl=&source=gbs_api
5QRnEQAAQBAJ,Computer Science Principles,The Foundational Concepts of Computer Science - For AP® Computer Science Principles (5th ed.),Kevin Hare,Yellow Dart Publishing,2024-01-11,"As a new field, computer science can seem intimidating, but it should not be scary to learn or difficult to understand. If you have ever turned on a phone or surfed the Internet then you have used a computer and should have a basic understanding of what happens when you click the mouse or touch the screen—and how fast it happens! Computer Science Principles introduces the creative side of computing. Once you've made your way through this book, you'll be editing photos, designing websites, coding JavaScript, and getting organized with spreadsheets—and along the way you'll learn the foundational concepts of computer science. How do computers convert information into ones and zeros and send it thousands of miles in a blink of the eye? What is an IP address? What do TCP/IP, DNS, HTML, and CSS stand for? How can a hard drive store large movies and thousands of songs? How can secrets be sent in plain sight? These questions—and more—are answered in Computer Science Principles.",283.0,Computers,,,en,1734554983,9781734554984,http://books.google.com/books/content?id=5QRnEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=5QRnEQAAQBAJ&printsec=frontcover&dq=computer+science&hl=&cd=11&source=gbs_api,http://books.google.co.in/books?id=5QRnEQAAQBAJ&dq=computer+science&hl=&source=gbs_api
g37xOBJfersC,Students' Britannica India: Careers,,Dale Hoiberg,Popular Prakashan,2000,,444.0,India,,,en,0852297610,9780852297612,http://books.google.com/books/content?id=g37xOBJfersC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=g37xOBJfersC&pg=PA110&dq=computer+science&hl=&cd=12&source=gbs_api,http://books.google.co.in/books?id=g37xOBJfersC&dq=computer+science&hl=&source=gbs_api
3SGRQwAACAAJ,Exploring Computer Science with Scheme,,Oliver Grillmeyer,Springer,1998-10-30,"A presentation of the central and basic concepts, techniques, and tools of computer science, with the emphasis on presenting a problem-solving approach and on providing a survey of all of the most important topics covered in degree programmes. Scheme is used throughout as the programming language and the author stresses a functional programming approach to create simple functions so as to obtain the desired programming goal. Such simple functions are easily tested individually, which greatly helps in producing programs that work correctly first time. Throughout, the author aids to writing programs, and makes liberal use of boxes with ""Mistakes to Avoid."" Programming examples include: * abstracting a problem; * creating pseudo code as an intermediate solution; * top-down and bottom-up design; * building procedural and data abstractions; * writing progams in modules which are easily testable. Numerous exercises help readers test their understanding of the material and develop ideas in greater depth, making this an ideal first course for all students coming to computer science for the first time.",582.0,Computers,,,en,0387948953,9780387948959,http://books.google.com/books/content?id=3SGRQwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=3SGRQwAACAAJ&dq=computer+science&hl=&cd=16&source=gbs_api,http://books.google.co.in/books?id=3SGRQwAACAAJ&dq=computer+science&hl=&source=gbs_api
AZUuAAAAQBAJ,Computer Science,An Overview,J. Glenn Brookshear,Pearson Higher Ed,2011-11-21,"This is the eBook of the printed book and may not include any media, website access codes, or print supplements that may come packaged with the bound book. Computer Science: An Overview uses broad coverage and clear exposition to present a complete picture of the dynamic computer science field. Accessible to students from all backgrounds, Glenn Brookshear uses a language-independent context to encourage the development of a practical, realistic understanding of the field. An overview of each of the important areas of Computer Science (e.g. Networking, OS, Computer Architecture, Algorithms) provides students with a general level of proficiency for future courses. The Eleventh Edition features two new contributing authors (David Smith — Indiana University of PA; Dennis Brylow — Marquette University), new, modern examples, and updated coverage based on current technology.",624.0,Computers,,,en,0133001253,9780133001259,http://books.google.com/books/content?id=AZUuAAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=AZUuAAAAQBAJ&dq=computer+science&hl=&cd=17&source=gbs_api,http://books.google.co.in/books?id=AZUuAAAAQBAJ&dq=computer+science&hl=&source=gbs_api
QbbvDwAAQBAJ,Essential Computational Thinking,Computer Science from Scratch,Ricky J. Sethi,Cognella Academic Publishing,2020-06-17,"Essential Computational Thinking: Computer Science from Scratch helps students build a theoretical and practical foundation for learning computer science. Rooted in fundamental science, this text defines elementary ideas including data and information, quantifies these ideas mathematically, and, through key concepts in physics and computation, demonstrates the relationship between computer science and the universe itself. In Part I, students explore the theoretical underpinnings of computer science in a wide-ranging manner. Readers receive a robust overview of essential computational theories and programming ideas, as well as topics that examine the mathematical and physical foundations of computer science. Part 2 presents the basics of computation and underscores programming as an invaluable tool in the discipline. Students can apply their newfound knowledge and begin writing substantial programs immediately. Finally, Part 3 explores more sophisticated computational ideas, including object-oriented programing, databases, data science, and some of the underlying principles of machine learning. Essential Computational Thinking is an ideal text for a firmly technical CS0 course in computer science. It is also a valuable resource for highly-motivated non-computer science majors at the undergraduate or graduate level who are interested in learning more about the discipline for either professional or personal development.",328.0,Computers,,,en,1516583213,9781516583218,http://books.google.com/books/content?id=QbbvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=QbbvDwAAQBAJ&printsec=frontcover&dq=computer+science&hl=&cd=18&source=gbs_api,http://books.google.co.in/books?id=QbbvDwAAQBAJ&dq=computer+science&hl=&source=gbs_api
N4dnDwAAQBAJ,The Making of a New Science,A Personal Journey Through the Early Years of Theoretical Computer Science,Giorgio Ausiello,Springer,2018-08-06,"This book explains the development of theoretical computer science in its early stages, specifically from 1965 to 1990. The author is among the pioneers of theoretical computer science, and he guides the reader through the early stages of development of this new discipline. He explains the origins of the field, arising from disciplines such as logic, mathematics, and electronics, and he describes the evolution of the key principles of computing in strands such as computability, algorithms, and programming. But mainly it's a story about people – pioneers with diverse backgrounds and characters came together to overcome philosophical and institutional challenges and build a community. They collaborated on research efforts, they established schools and conferences, they developed the first related university courses, they taught generations of future researchers and practitioners, and they set up the key publications to communicate and archive their knowledge. The book is a fascinating insight into the field as it existed and evolved, it will be valuable reading for anyone interested in the history of computing.",295.0,Computers,,,en,3319626809,9783319626802,http://books.google.com/books/content?id=N4dnDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=N4dnDwAAQBAJ&printsec=frontcover&dq=computer+science&hl=&cd=19&source=gbs_api,https://play.google.com/store/books/details?id=N4dnDwAAQBAJ&source=gbs_api
5Jaa1BVverIC,Concise Encyclopedia of Computer Science,,Edwin D. Reilly,John Wiley & Sons,2004-09-03,"The Concise Encyclopedia of Computer Science has been adapted from the full Fourth Edition to meet the needs of students, teachers and professional computer users in science and industry. As an ideal desktop reference, it contains shorter versions of 60% of the articles found in the Fourth Edition, putting computer knowledge at your fingertips. Organised to work for you, it has several features that make it an invaluable and accessible reference. These include: Cross references to closely related articles to ensure that you don’t miss relevant information Appendices covering abbreviations and acronyms, notation and units, and a timeline of significant milestones in computing have been included to ensure that you get the most from the book. A comprehensive index containing article titles, names of persons cited, references to sub-categories and important words in general usage, guarantees that you can easily find the information you need. Classification of articles around the following nine main themes allows you to follow a self study regime in a particular area: Hardware Computer Systems Information and Data Software Mathematics of Computing Theory of Computation Methodologies Applications Computing Milieux. Presenting a wide ranging perspective on the key concepts and developments that define the discipline, the Concise Encyclopedia of Computer Science is a valuable reference for all computer users.",908.0,Computers,,,en,0470090952,9780470090954,http://books.google.com/books/content?id=5Jaa1BVverIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=5Jaa1BVverIC&printsec=frontcover&dq=computer+science&hl=&cd=42&source=gbs_api,http://books.google.co.in/books?id=5Jaa1BVverIC&dq=computer+science&hl=&source=gbs_api
jEctAQAAMAAJ,"32nd Annual Symposium on Foundations of Computer Science, San Juan, Puerto Rico, October 1-4, 1991",Proceedings,Institute of Electrical and Electronics Engineers,,1991,,848.0,Adaptive control systems,,,en,0818624450,9780818624452,http://books.google.com/books/content?id=jEctAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=jEctAQAAMAAJ&q=computer+science&dq=computer+science&hl=&cd=43&source=gbs_api,http://books.google.co.in/books?id=jEctAQAAMAAJ&dq=computer+science&hl=&source=gbs_api
Pm76Jn1nTT0C,Encyclopedia of Computer Science and Technology,Volume 19 - Supplement 4: Access Technoogy: Inc. to Symbol Manipulation Patkages,"Allen Kent, James G. Williams",CRC Press,1988-09-07,"""This comprehensive reference work provides immediate, fingertip access to state-of-the-art technology in nearly 700 self-contained articles written by over 900 international authorities. Each article in the Encyclopedia features current developments and trends in computers, software, vendors, and applications...extensive bibliographies of leading figures in the field, such as Samuel Alexander, John von Neumann, and Norbert Wiener...and in-depth analysis of future directions.""",408.0,Computers,,,en,0824722698,9780824722692,http://books.google.com/books/content?id=Pm76Jn1nTT0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=Pm76Jn1nTT0C&printsec=frontcover&dq=computer+science&hl=&cd=44&source=gbs_api,http://books.google.co.in/books?id=Pm76Jn1nTT0C&dq=computer+science&hl=&source=gbs_api
CQ_6sgEACAAJ,Computer Science Today,Recent Trends and Developments,Jan van Leeuwen,,2014-09-12,,662.0,,,,en,3662190761,9783662190760,http://books.google.com/books/content?id=CQ_6sgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=CQ_6sgEACAAJ&dq=computer+science&hl=&cd=45&source=gbs_api,http://books.google.co.in/books?id=CQ_6sgEACAAJ&dq=computer+science&hl=&source=gbs_api
