id,title,subtitle,authors,publisher,publishedDate,description,pageCount,categories,averageRating,ratingsCount,language,isbn10,isbn13,thumbnail,previewLink,infoLink
-CQuwfUtEzcC,Non-Fiction Text Structures for Better Comprehension and Response,,Gail Saunders-Smith,"Maupin House Publishing, Inc.",2009,"Non-fiction text structures organize information into comprehensible patterns. Knowing how to recognize and use these structures to navigate non-fiction text greatly improves students' understanding of what they read. Gail Saunders-Smith simplifies the process by providing teachers of grades 4-8 with: ways to teach each of the five non-fiction text structures: compare/contrast, cause/effect, sequence/procedure, question/answer, and exemplification; engaging whole-class and small-group activities using written, verbal, image, three-dimensional, and technology responses; study skills for locating, recording, and using information; tools for assessing student understanding, and explanations of the text features that organize information within the text structures; and mini-lessons for whole-class, small-group, and independent application of students' text structure knowledge. Examples, photographs, student samples, and graphic organizers support your teaching, and a bibliography of professional books and resources for locating leveled non-fiction texts make this a complete, ready-to-use guide for improving student comprehension.",130.0,Education,,,en,1934338389,9781934338384,http://books.google.com/books/content?id=-CQuwfUtEzcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=-CQuwfUtEzcC&pg=PR5&dq=non+fiction&hl=&cd=1&source=gbs_api,http://books.google.co.in/books?id=-CQuwfUtEzcC&dq=non+fiction&hl=&source=gbs_api
eTQx-2VvovkC,Nonfiction Matters,"Reading, Writing, and Research in Grades 3-8",Stephanie Harvey,Stenhouse Publishers,1998,"A guide to bringing nonfiction into the curriculum in third through eighth-grade classrooms, with strategies and ideas for reading nonfiction, conducting research, and writing reports.",249.0,Education,3.0,1.0,en,1571100725,9781571100726,http://books.google.com/books/content?id=eTQx-2VvovkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=eTQx-2VvovkC&pg=PA70&dq=non+fiction&hl=&cd=2&source=gbs_api,http://books.google.co.in/books?id=eTQx-2VvovkC&dq=non+fiction&hl=&source=gbs_api
vULJEazkefUC,Nonfiction Strategies Grades 1-3,,Debra J. Housel,Teacher Created Resources,2002-06,"Lessons detailing how to read, write, discuss, research, remember, and listen to information from nonfiction sources give students the meaningful practice they need to master nonfiction comprehension skills. Strategies are correlated to McREL s Standards.",178.0,Education,,,en,0743932706,9780743932707,http://books.google.com/books/content?id=vULJEazkefUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=vULJEazkefUC&pg=PA2&dq=non+fiction&hl=&cd=3&source=gbs_api,http://books.google.co.in/books?id=vULJEazkefUC&dq=non+fiction&hl=&source=gbs_api
BclmS4eMv_8C,Access,,Wendy Wren,Nelson Thornes,2005,The aim of Nelson Thornes Framework English Access is to raise standards in writing for lower attainers. Access Skills in Fiction and Non-Fiction offers the rigour and support necessary to raise the attainment of students struggling through Years 7 - 10.,170.0,Language Arts & Disciplines,,,en,074879350X,9780748793501,http://books.google.com/books/content?id=BclmS4eMv_8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=BclmS4eMv_8C&pg=PP9&dq=non+fiction&hl=&cd=7&source=gbs_api,http://books.google.co.in/books?id=BclmS4eMv_8C&dq=non+fiction&hl=&source=gbs_api
jHFCDdmy7dIC,Landscapes,,Virginia A. Arnold,,1989,,756.0,Language arts (Elementary),,,en,0021753806,9780021753802,http://books.google.com/books/content?id=jHFCDdmy7dIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=jHFCDdmy7dIC&q=non+fiction&dq=non+fiction&hl=&cd=139&source=gbs_api,http://books.google.co.in/books?id=jHFCDdmy7dIC&dq=non+fiction&hl=&source=gbs_api
0Lc3AAAAMAAJ,Writer's Market,Where & how to Sell what You Write,"Glenda Tennant Neff, Robin Gee",,1988-09,,1090.0,Language Arts & Disciplines,,,en,0898793300,9780898793307,http://books.google.com/books/content?id=0Lc3AAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=0Lc3AAAAMAAJ&pg=PA81&dq=non+fiction&hl=&cd=173&source=gbs_api,http://books.google.co.in/books?id=0Lc3AAAAMAAJ&dq=non+fiction&hl=&source=gbs_api
hyfM4R8zbtkC,Interface Fantasy,A Lacanian Cyborg Ontology,Andre Nusselder,MIT Press,2009-09-11,"Behind our computer screens we are all cyborgs: through fantasy we can understand our involvement in virtual worlds. Cyberspace is first and foremost a mental space. Therefore we need to take a psychological approach to understand our experiences in it. In Interface Fantasy, André Nusselder uses the core psychoanalytic notion of fantasy to examine our relationship to computers and digital technology. Lacanian psychoanalysis considers fantasy to be an indispensable “screen” for our interaction with the outside world; Nusselder argues that, at the mental level, computer screens and other human-computer interfaces incorporate this function of fantasy: they mediate the real and the virtual. Interface Fantasy illuminates our attachment to new media: why we love our devices; why we are fascinated by the images on their screens; and how it is possible that virtual images can provide physical pleasure. Nusselder puts such phenomena as avatars, role playing, cybersex, computer psychotherapy, and Internet addiction in the context of established psychoanalytic theory. The virtual identities we assume in virtual worlds, exemplified best by avatars consisting of both realistic and symbolic self-representations, illustrate the three orders that Lacan uses to analyze human reality: the imaginary, the symbolic, and the real. Nusselder analyzes our most intimate involvement with information technology—the almost invisible, affective aspects of technology that have the greatest impact on our lives. Interface Fantasy lays the foundation for a new way of thinking that acknowledges the pivotal role of the screen in the current world of information. And it gives an intelligible overview of basic Lacanian principles (including fantasy, language, the virtual, the real, embodiment, and enjoyment) that shows their enormous relevance for understanding the current state of media technology.",185.0,Philosophy,,,en,0262266490,9780262266499,http://books.google.com/books/content?id=hyfM4R8zbtkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=hyfM4R8zbtkC&pg=PA3&dq=fantasy&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=hyfM4R8zbtkC&source=gbs_api
FXuXz0SNjbEC,Fantasy Football and Mathematics,"A Resource Guide for Teachers and Parents, Grades 5 and Up",Dan Flockhart,John Wiley & Sons,2007-03-23,"Student create fantasy sports teams by picking real-life professional football players, and then follow their players' statistics and calculate their teams' total points using algebraic or nonalgebraic methods specifically designed to complement the math skills they are learning.",225.0,Education,,,en,0787994448,9780787994440,http://books.google.com/books/content?id=FXuXz0SNjbEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=FXuXz0SNjbEC&pg=PR21&dq=fantasy&hl=&cd=2&source=gbs_api,http://books.google.co.in/books?id=FXuXz0SNjbEC&dq=fantasy&hl=&source=gbs_api
eoLzEAAAQBAJ,"Final Fantasy Lost Stranger, Chapter 56",,Hazuki Minase,Yen Press LLC,2024-02-09,"Azuri has gone berserk, and to make matters worse, she can’t tell friend from foe in her confusion! Fortunately, her eyesight seems to be failing her, so as long as Shogo can keep quiet, he should be able to escape her wrath... Read the next chapter of Final Fantasy Lost Stranger the same day as Japan!",30.0,Comics & Graphic Novels,,,en,1975398475,9781975398477,http://books.google.com/books/content?id=eoLzEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=eoLzEAAAQBAJ&pg=PT29&dq=fantasy&hl=&cd=11&source=gbs_api,http://books.google.co.in/books?id=eoLzEAAAQBAJ&dq=fantasy&hl=&source=gbs_api
26q4gjzbZRsC,Final Fantasy VIII Official Strategy Guide,,David Cassady,BradyGames,1999,BradyGAMES-Final Fantasy VIII Official Strategy Guide Features: Detailed Walkthroughs Boss Strategies Item & Magic Lists Complete Bestiary and over 450 Full-Color Maps! The ONLY Official Guide! Platform: PlayStation Genre: RPG,274.0,Games & Activities,4.5,2.0,en,156686903X,9781566869034,http://books.google.com/books/content?id=26q4gjzbZRsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=26q4gjzbZRsC&q=fantasy&dq=fantasy&hl=&cd=20&source=gbs_api,http://books.google.co.in/books?id=26q4gjzbZRsC&dq=fantasy&hl=&source=gbs_api
HmrOAQAACAAJ,Immortaland,The Greatest Fantasy Kingdom To Exist And That Will Ever Exist,Blaine Hart,,2017-03-23,"Discover The Greatest Fantasy Kingdom To Exist And That Will Ever Exist! At long last the wait is over! IMMORTALAND, the greatest fantasy kingdom in existence has arrived! Prepare to travel through the most powerful fantasy kingdom of all time and experience it in the first person view as the all-powerful ruler and greatest hero in existence! The wonders within are so mind boggling that it may take you weeks to fully digest the utter magnitude of it all. From the throne room to the treasure room to the hall of heroes and much more... there is so much to discover! You will never forgive yourself if you miss your chance to read this brilliant masterpiece by the master of fantasy himself: -Lord- Hart. See what is truly possible for yourself. Buy It Now!",58.0,Fiction,,,en,1640482180,9781640482180,http://books.google.com/books/content?id=HmrOAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=HmrOAQAACAAJ&dq=fantasy&hl=&cd=51&source=gbs_api,http://books.google.co.in/books?id=HmrOAQAACAAJ&dq=fantasy&hl=&source=gbs_api
AOF60HBG7V0C,Brands and Their Companies,Consumer Products and Their Manufacturers with Addresses and Phone Numbers,,,2003,,2192.0,Brand name products,,,en,0787689513,9780787689513,http://books.google.com/books/content?id=AOF60HBG7V0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=AOF60HBG7V0C&q=fantasy&dq=fantasy&hl=&cd=53&source=gbs_api,http://books.google.co.in/books?id=AOF60HBG7V0C&dq=fantasy&hl=&source=gbs_api
mMD8dHFIdmMC,Here Be Dragons,Exploring Fantasy Maps and Settings,"Stefan Ekman, Stefar Ekman",Wesleyan University Press,2013-02-19,"First in-depth study of the use of landscape in fantasy literature Winner of the Mythopoeic Scholarship Award for Myth and Fantasy Studies (2016) Fantasy worlds are never mere backdrops. They are an integral part of the work, and refuse to remain separate from other elements. These worlds combine landscape with narrative logic by incorporating alternative rules about cause and effect or physical transformation. They become actors in the drama—interacting with the characters, offering assistance or hindrance, and making ethical demands. In Here Be Dragons, Stefan Ekman provides a wide-ranging survey of the ubiquitous fantasy map as the point of departure for an in-depth discussion of what such maps can tell us about what is important in the fictional worlds and the stories that take place there. With particular focus on J. R. R. Tolkien's The Lord of the Rings, Ekman shows how fantasy settings deserve serious attention from both readers and critics. Includes insightful readings of works by Steven Brust, Garth Nix, Robert Holdstock, Terry Pratchett, Charles de Lint, China Miéville, Patricia McKillip, Tim Powers, Lisa Goldstein, Steven R. Donaldson, Robert Jordan, and Neil Gaiman and Charles Vess.",297.0,Literary Criticism,,,en,0819573248,9780819573247,http://books.google.com/books/content?id=mMD8dHFIdmMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=mMD8dHFIdmMC&printsec=frontcover&dq=fantasy&hl=&cd=82&source=gbs_api,https://play.google.com/store/books/details?id=mMD8dHFIdmMC&source=gbs_api
zoupzQEACAAJ,The Story of the Glittering Plain (1891) (fantasy) NOVEL By: William Morris,Which Has Been Also Called the Land of Living Men Or the Acre of the Undying,William Morris,Createspace Independent Publishing Platform,2016-04-05,"The Story of the Glittering Plain (full title: The Story of the Glittering Plain which has been also called the Land of Living Men or the Acre of the Undying) is an 1891 fantasy novel by William Morris, perhaps the first modern fantasy writer to unite an imaginary world with the element of the supernatural, and thus the precursor of much of present-day fantasy literature. It is also important for its exploration of the socialist themes that interested Morris. His earlier fantasies The House of the Wolfings and The Roots of the Mountains were to some degree historical novels. Like these The Story of the Glittering Plain is set in a world similar to the distant past of northern Europe. Morris would go on to develop the new genre established in this work in such later fantasies as Child Christopher and Goldilind the Fair, The Wood Beyond the World, The Well at the World's End, and The Water of the Wondrous Isles.",74.0,,,,en,1530904722,9781530904723,http://books.google.com/books/content?id=zoupzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=zoupzQEACAAJ&dq=fantasy&hl=&cd=83&source=gbs_api,http://books.google.co.in/books?id=zoupzQEACAAJ&dq=fantasy&hl=&source=gbs_api
4kdcd-dai2gC,The Fates Within,A Therapeutic Fantasy,Gus Meyer,AuthorHouse,2004-04,"You will double your reading pleasure with two mysteries in one book introducing New Scotland Yard's favorite sleuth, Chief Detective Inspector Paris McKnight. Imagine being called in to investigate a bizarre murder at The Monastery of the Holy Spirit in a small English town, and finding the corpse in a sack in the lake - together with an assortment of animals. Is there a maniac on the loose? Or a demonic ritual of symbolic significance? Perhaps a gruesome Black Mass occurred? A serial killer's spree? Or is it simply a convenient dumping ground? A grotesque April Fool's trick? Then imagine, at the same time, after being haunted by the murder of your own parents for more than thirty years, of finally discovering the solution - a solution never imagined and one that shakes our hero's world to its very core. If you enjoy a good read that concerns itself with truth and justice and questions even our core values, you will find it in this story incorporating two intriguing and original mysteries that blend humor, intrigue, and a heart touching soul search in A MURDER AT THE MONASTERY - A Paris McKnight Mystery.",526.0,Fiction,,,en,1418439371,9781418439378,http://books.google.com/books/content?id=4kdcd-dai2gC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=4kdcd-dai2gC&printsec=frontcover&dq=fantasy&hl=&cd=88&source=gbs_api,http://books.google.co.in/books?id=4kdcd-dai2gC&dq=fantasy&hl=&source=gbs_api
8sso0AEACAAJ,The Heiress and the Orc,A Monster Fantasy Romance,Finley Fenn,Orc Sworn,2023-08-15,"Once, he was her dearest friend... but now he's a brutal, terrifying monster. In a world of recently warring orcs and men, Ella Riddell is determined to ignore it all. She's the wealthiest heiress in the realm -- and soon, she's to wed a lord, and become a real lady. Until the night her engagement-party ends in utter disaster, and Ella runs for the forest -- and straight into the powerful arms of a hulking, deadly orc. And it's not just any orc. It's Natt. The orc Ella made a secret, foolish pledge to, many years past... He's huge and shameless and vicious, not at all the gangly, laughing daredevil Ella remembers. And he's here with one shocking, scandalous aim: to wreak vengeance on Ella's betrothed. With her. With her hunger. Her surrender. Her undoing... Ella knows she should run, even if this deadly enemy was once a friend. Even if his scent drags up a dark, forbidden longing. Even if his kisses are the sweetest, filthiest thing she's ever tasted in her life... But will Ella truly risk her perfect future, for an orc? Will she face the bitter truths of the past, and brave the terrifying Orc Mountain, before more war rises to destroy them all? ______ Hardcover edition also includes a bonus epilogue!",0.0,,,,en,1777858097,9781777858094,http://books.google.com/books/content?id=8sso0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=8sso0AEACAAJ&dq=fantasy&hl=&cd=89&source=gbs_api,http://books.google.co.in/books?id=8sso0AEACAAJ&dq=fantasy&hl=&source=gbs_api
in_6AwAAQBAJ,Wonders of the Invisible World,,Patricia A. McKillip,Tachyon Publications,2012-10-01,"Pass through fairy tales into the magic of invisible worlds in these opulent stories by a beloved fantasy icon and author of the classic Riddlemaster trilogy. Patricia McKillip has inspired generations of dedicated readers with enchanting tales that are as romantic as they are unexpected. Her lush, mesmerizing narratives are as deliciously bittersweet as the finest chocolate and as intoxicating as the finest wine. The bewitching wonders offered here include princesses dancing with dead suitors, a knight in love with an official of exotic lineage, and fortune’s fool stealing into the present instead of the future. You’ll discover a ravishing undine and her mortal bridegroom who is more infatuated with politics than pleasure, a time-traveling angel forbidden to intervene in Cotton Mather’s religious ravings, a wizard seduced in his youth by the Faerie Queen returning with a treasure that is rightfully hers, and an overachieving teenage mage tricked into discovering her true name very close to home.",289.0,Fiction,2.0,1.0,en,1616961007,9781616961008,http://books.google.com/books/content?id=in_6AwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=in_6AwAAQBAJ&printsec=frontcover&dq=fantasy&hl=&cd=94&source=gbs_api,http://books.google.co.in/books?id=in_6AwAAQBAJ&dq=fantasy&hl=&source=gbs_api
LFZQEAAAQBAJ,Sons of Fantasy,,Mohammade Daddi Addoun,Les Éditions du Net,2018-08-20,"When we were children, we believed anything was possible… This book is a fantasy novel originally written for children. But, if you are a father or a mother, a teacher or a writer, if you still have some bits of fantasy in your soul… then, this novel is for you too. We all know how geniuses changed the world with their childlike Imagination, and how people use creative thinking to solve problems. This is a story about hope; “Sons of Fantasy” shares the story of M. Alger, a father grieving for the loss of his dear wife, who left him with two beautiful kids. Norris and Socrates were adjusting to life without Mom… But things got more complicated when one of them was paralyzed because of a severe psychological trauma due to an overdose of fantasy... This family has a very interesting neighbor who lives a few feet away. He has a weird little hobby, reading books in the most unlikely places... He for example travelled to Romania and read “Dracula” by Bram Stoker in the Castelul Bran Castle, because it’s said that the main character Dracula lived in it. And then all of a sudden he stopped travelling… He got a month ago a big long hat that belongs to the greatest witch that lived during the middle ages, “Moje Gayla”. In fact, after being burned by the church, one of her relatives kept her belongings inside a wooden box… and in the twentieth century one of her grandchildren donated the box to “The Magic Square Museum” in London. Genius bought the hat at a public auction as an art relic to decorate one of his rooms. Could this weird neighbor be the reason of Socrates’ psychological trauma? Or maybe he is the one who will cure him? And what has the hat to do with all this?",14.0,Fiction,,,en,2312060302,9782312060309,http://books.google.com/books/content?id=LFZQEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=LFZQEAAAQBAJ&printsec=frontcover&dq=fantasy&hl=&cd=95&source=gbs_api,http://books.google.co.in/books?id=LFZQEAAAQBAJ&dq=fantasy&hl=&source=gbs_api
IM_hvgEACAAJ,Write Your Own Sci Fi and Fantasy Stories,,Andrew Prentice,,2019-07-11,"Inspire a new generation of science fiction and fantasy writers with this write-in book, filled with an exciting and eclectic range of writing activities, tips and advice. Activities teach how to structure a plot, craft realistic characters, create thrilling action scenes and end a story with a cunning twist.",0.0,Juvenile Nonfiction,,,en,1474952887,9781474952880,http://books.google.com/books/content?id=IM_hvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=IM_hvgEACAAJ&dq=fantasy&hl=&cd=96&source=gbs_api,http://books.google.co.in/books?id=IM_hvgEACAAJ&dq=fantasy&hl=&source=gbs_api
v0fFCgAAQBAJ,The House of the Wolfings,,William Morris,Hachette UK,2015-11-26,"The tale tells that in times long past there was a dwelling of men beside a great wood. Before it lay a plain, not very great, but which was, as it were, an isle in the sea of woodland, since even when you stood on the flat ground, you could see trees everywhere in the offing, though as for hills, you could scarce say that there were any; only swellings-up of the earth here and there, like the upheavings of the water that one sees at whiles going on amidst the eddies of a swift but deep stream. The tale of the House of the Wolfings in its struggles against the legionaries of Rome then advancing into Northern Germany.",188.0,Fiction,,,en,1473216680,9781473216686,http://books.google.com/books/content?id=v0fFCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=v0fFCgAAQBAJ&printsec=frontcover&dq=fantasy&hl=&cd=97&source=gbs_api,https://play.google.com/store/books/details?id=v0fFCgAAQBAJ&source=gbs_api
wJYvEAAAQBAJ,Savior's Hex: A Werewolf Mate Urban Fantasy Romance Novel,,Gwen Rivers,Elements Unleashed,2021-05-17,"Autumn in New York has never been so beautiful...or so deadly. When a notorious fae-hating celebrity dies under mysterious circumstances, the police suspect the forever young. Spellcaster Emma Slade and Alpha werewolf Liam Cooper launch their own investigation into the crime. Bad PR could poison public opinion faster than gas station sushi. But how can they catch a murderer not bound by flesh? Supernatural problems have magical solutions.... With hate groups sprouting up like hair on a werewolf's backside, Emma and Liam must provoke the gods into revealing a closely guarded secret. With every mortal body susceptible to the power of possession, how long before friend becomes foe? And will Emma's life magic be enough to save the one she loves most? Return to the streets of the sixth borough and revel in the magic! The Spellcaster series Book 1: Savior's Spell Book 2: Savior's Hex Book 3: Savior's Curse Related Series: The Unseelie Court",253.0,Fiction,,,en,1951215281,9781951215286,http://books.google.com/books/content?id=wJYvEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=wJYvEAAAQBAJ&printsec=frontcover&dq=fantasy&hl=&cd=100&source=gbs_api,https://play.google.com/store/books/details?id=wJYvEAAAQBAJ&source=gbs_api
SxFMzwEACAAJ,All the Seas of the World,International Bestseller,Guy Gavriel Kay,Hodder Paperbacks,2023-04-18,"'Kay is a genius' Brandon Sanderson Returning to the near-Renaissance world of A Brightness Long Ago and Children of Earth and Sky, international bestselling author Guy Gavriel Kay tells a story of vengeance, power, and love. On a dark night along a lonely stretch of coast, a small ship, the Silver Wake, sends two people ashore to a stony strand. Their purpose is assassination. They have been hired to do this by two of the most dangerous men alive. The consequences will affect so many lives both great and small, and possibly alter the balance of power in the world. One of those arriving on that night strand is a woman abducted by corsairs from her home as a child, escaping that fate, that destiny, years after, now trying to chart her own course - and bent upon revenge. Another figure, on the boat, bringing it to meet the secretive landing party at the city where they are going, is a merchant who still remembers being exiled as a child with his family from their home, for their faith. Returning triumphantly to the brilliantly evoked near-Renaissance world of his most recent novels, international bestseller Guy Gavriel Kay deploys his signature 'quarter turn to the fantastic' to offer readers a wide-ranging, vividly memorable set of characters in a story of vengeance, power, and love, built around profoundly contemporary themes of exile, loss, and memory. In a narrative of page-turning drama, All the Seas of the World also offers moving reflections on choices, fate, and the random events that can shape our lives.",0.0,,,,en,1529385202,9781529385205,http://books.google.com/books/content?id=SxFMzwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=SxFMzwEACAAJ&dq=fantasy&hl=&cd=121&source=gbs_api,http://books.google.co.in/books?id=SxFMzwEACAAJ&dq=fantasy&hl=&source=gbs_api
SdcHDgAAQBAJ,When the Shoe Won't Fit,A Fantasy Short Story,Margaret McGaffey Fisk,TTO Publishing,2016-06-16,"Just because it’s always been that way doesn’t make it right. Teased by the young fairies for her clumsiness and large feet, Tiptoe believes she's a failure as a fairy. She's confined to the crèche where only the babies can see her, and every time she leaves it, it's all Tiptoe can do to avoid damaging the fairy village. Then a human prince is added to her charges, and she starts to wonder if her differences are more than just flaws. In helping an innocent baby, a new world is opened to her. When the Shoe Won't Fit originally appeared in the online magazine, Aurora Wolf, and the related anthology, Aurora in the Dawn.",38.0,Fiction,,,en,163139021X,9781631390210,http://books.google.com/books/content?id=SdcHDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=SdcHDgAAQBAJ&printsec=frontcover&dq=fantasy&hl=&cd=122&source=gbs_api,https://play.google.com/store/books/details?id=SdcHDgAAQBAJ&source=gbs_api
T_cdhuAJXAEC,Fantasy Film Post 9/11,,F. Pheasant-Kelly,Springer,2016-01-26,"Examining a range of fantasy films released in the past decade, Pheasant-Kelly looks at why these films are meaningful to current audiences. The imagery and themes reflecting 9/11, millennial anxieties, and environmental disasters have furthered fantasy's rise to dominance as they allow viewers to work through traumatic memories of these issues.",216.0,History,,,en,023039213X,9780230392137,http://books.google.com/books/content?id=T_cdhuAJXAEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=T_cdhuAJXAEC&printsec=frontcover&dq=fantasy&hl=&cd=123&source=gbs_api,https://play.google.com/store/books/details?id=T_cdhuAJXAEC&source=gbs_api
zv6mgmosWKIC,Shadow Chaser,,Alexey Pehov,Simon and Schuster,2011-04-28,"Shadow Harold, master thief, is in over his head. When he accepted the King's commission (not that he had any choice in the matter) he did not think that it would be to retrieve a legendary artefact from Hrad Spein, the many-layered resting place of ogres, elves and wizards; a place of dread, awe and immeasurable power, sealed up for centuries. Unless Harold finds the long-lost Horn, the Nameless One will overrun the realm of Valiostr, the northernmost kingdom of Siala. But that was just the beginning of Harold's troubles. Magically bound to the Key with which the dark elves sealed Hrad Spein, and which his enemies are determined to obtain at any cost, treachery, subterfuge and death follow Harold and his companions as they fight to reach their goal. On one side is the threat of the Nameless One; on the other, the servants of the mysterious Master. A long-dead mage is living in Harold's head, and his dreams are haunted by terrible visions. What is the meaning of the House of Power, not to mention the House of Pain, the House of Love, and the House of Fear? Resolutely denying his destiny as the mystical Dancer in the Shadows, Harold's journey takes him to the Forest of Zagraba, 'the land where the gods had walked at the dawn of time'…",456.0,Fiction,,,en,0857205641,9780857205643,http://books.google.com/books/content?id=zv6mgmosWKIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=zv6mgmosWKIC&printsec=frontcover&dq=fantasy&hl=&cd=124&source=gbs_api,https://play.google.com/store/books/details?id=zv6mgmosWKIC&source=gbs_api
oUFGHAAACAAJ,Treasures of Fantasy,,"Margaret Weis, Tracy Hickman",Harper Voyager,1999-09-08,"Here be dragons--and elves, wizards, and unicorns and all the wonders of fantasy! Here they are, collected in one indispensable volume--the most acclaimed stories of our time by the world-famous authors who have made fantasy the most exciting and popular genre in all literature. Known for their bestselling Dragonlance Chronicles and Legends, noted authors Margaret Weis and Tracy Hickman have brought together their own personal favorites--the immortal treasures of fantasy that inspired them--into an authoritative collection of imaginative excellence that is an essential addition to every bookshelf. Treasures of Fantasy also includes a new story by Margaret Weis and Tracy Hickman, original to this edition. If you truly love great fantasy, here's the one book you must have.",576.0,Fiction,,,en,0061056308,9780061056307,http://books.google.com/books/content?id=oUFGHAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=oUFGHAAACAAJ&dq=fantasy&hl=&cd=125&source=gbs_api,http://books.google.co.in/books?id=oUFGHAAACAAJ&dq=fantasy&hl=&source=gbs_api
nysgYAAACAAJ,Walt Disney's World of Fantasy,,Adrian Bailey,,1984,,252.0,,,,en,8449972809,9788449972805,,http://books.google.co.in/books?id=nysgYAAACAAJ&dq=fantasy&hl=&cd=126&source=gbs_api,http://books.google.co.in/books?id=nysgYAAACAAJ&dq=fantasy&hl=&source=gbs_api
5N8zVo79CP0C,Goblin Tales,A Collection of Short Stories from the World of Fantasy,David Kier,Trafford Publishing,2010-05,"Mortimer is late, and it is nothing new. Not even the most sympathetic soul ever credited this dwarf for being on time for anything. But Mortimer is about to learn a valuable life lesson as he shows up tardy for his passage into adulthood. In his collection of twelve intricate and occasionally provocative short tales discovered in a hollowed-out tree by goblin scholars in their sacred groves, David Kier emphasizes such infallible character traits as honor, integrity, honesty, work ethic, diligence, respect, and individual responsibility. From Cedric the goblin, who has failed at watching over the younger goblins deep in the sparkling forest, to Cleotaxes, a winged horse who learns from a master sorcerer that she must not only deliver an important message but must also carry a man-child on her back for the first time while carrying out her mission, Kier brings to life an incredible fantasy land filled with gnomes, gods, dragons, and great adventures. These treasured tales set inside a dark forest will entertain a wide audience from teens to graybeards while sharing important messages that will lead to a greater understanding of our own civilization.",127.0,Fiction,,,en,1426933908,9781426933905,http://books.google.com/books/content?id=5N8zVo79CP0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=5N8zVo79CP0C&printsec=frontcover&dq=fantasy&hl=&cd=127&source=gbs_api,http://books.google.co.in/books?id=5N8zVo79CP0C&dq=fantasy&hl=&source=gbs_api
